"genus","species","stateProvince","decimalLatitude","decimalLongitude","eventDate"
"Corvus","Corvus corax","Massachusetts","41.929054","-70.817696",2021-04-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2017-06-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-08-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.810387","-71.11915",2018-09-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.967976","-70.917046",2019-03-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2016-03-05
"Corvus","Corvus corax","Massachusetts","41.945","-70.879",2022-04-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-04-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.6841","-70.919945",2021-01-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.970104","-71.04767",2022-07-17
"Corvus","Corvus ossifragus","Massachusetts","41.856564","-70.94804",2022-06-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2014-11-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.61361","-71.05736",2019-09-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2022-05-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59098","-70.97773",2020-10-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2021-05-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.6525","-70.909386",2021-05-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-04-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-02-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.641777","-70.86555",2017-02-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.720417","-70.75801",2021-12-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59492","-70.84338",2018-02-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2016-12-09
"Corvus","Corvus ossifragus","Massachusetts","41.891212","-70.732994",2022-04-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2022-11-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2018-07-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2021-03-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.804382","-71.1228",2018-01-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2021-08-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.810387","-71.11915",2020-01-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.884106","-70.74369",2022-01-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2018-05-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.660564","-70.91281",2021-01-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.96316","-70.893745",2016-04-09
"Corvus","Corvus corax","Massachusetts","41.66787","-71.02459",2021-01-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2018-12-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2017-10-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2015-08-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2022-11-15
"Corvus","Corvus ossifragus","Massachusetts","41.697495","-70.76096",2022-09-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.691044","-70.73224",2014-11-29
"Corvus","Corvus ossifragus","Massachusetts","41.737503","-70.84186",2021-04-08
"Corvus","Corvus corax","Massachusetts","41.548275","-70.95499",2019-05-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2022-02-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.760204","-70.860344",2016-07-23
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2018-09-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-05-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.952614","-70.948074",2020-03-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2017-08-03
"Corvus","Corvus corax","Massachusetts","41.50707","-71.02362",2020-09-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2022-06-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.579796","-71.01716",2015-06-10
"Corvus","Corvus ossifragus","Massachusetts","41.66079","-70.922714",2022-03-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.50707","-71.02362",2019-12-28
"Corvus","Corvus ossifragus","Massachusetts","41.69928","-70.76929",2021-05-01
"Corvus","Corvus corax","Massachusetts","41.580814","-70.96892",2019-10-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.79682","-71.12055",2021-11-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.592964","-70.901306",2020-12-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.51852","-71.00557",2016-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-07-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2014-08-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.591698","-70.97949",2017-03-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.623783","-70.86684",2017-12-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.557","-70.95544",2019-04-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.68759","-70.908936",2014-04-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.51889","-71.1074",2022-09-11
"Corvus","Corvus ossifragus","Massachusetts","41.642933","-70.84808",2020-03-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633488","-70.86906",2021-02-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.817627","-70.90792",2018-06-30
"Corvus","Corvus corax","Massachusetts","41.761047","-71.06106",2020-10-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2021-12-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-04-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.72135","-71.12016",2019-04-02
"Corvus","Corvus ossifragus","Massachusetts","41.651924","-70.90926",2021-05-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.629803","-70.9276",2021-08-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.62897","-71.00646",2019-01-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-09-08
"Corvus","Corvus ossifragus","Massachusetts","41.71259","-70.76608",2017-04-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.944702","-70.81554",2022-06-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2017-02-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-05-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2020-02-23
"Corvus","Corvus ossifragus","Massachusetts","41.63473","-70.89272",2022-09-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-04-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.952614","-70.948074",2020-02-20
"Corvus","Corvus corax","Massachusetts","41.929054","-70.817696",2021-05-02
"Corvus","Corvus ossifragus","Massachusetts","41.590477","-70.978",2020-04-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2020-03-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.944965","-70.723045",2021-07-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.53031","-70.99882",2017-04-13
"Corvus","Corvus corax","Massachusetts","41.952614","-70.948074",2019-12-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.69928","-70.76929",2014-12-06
"Corvus","Corvus corax","Massachusetts","41.557022","-70.9552",2022-04-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2022-04-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.557022","-70.95504",2017-10-28
"Corvus","Corvus ossifragus","Massachusetts","41.908524","-70.81124",2020-04-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2018-04-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2022-09-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2022-12-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2021-07-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.575478","-70.97729",2021-01-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-07-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59098","-70.97773",2022-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.872803","-71.12591",2017-11-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633118","-70.88542",2014-10-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.68577","-70.97331",2022-08-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.56977","-71.0718",2014-03-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.909264","-71.1028",2019-12-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.665348","-70.8241",2014-06-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2022-03-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-10-08
"Corvus","Corvus ossifragus","Massachusetts","41.742683","-70.75402",2019-09-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.736378","-71.09798",2018-03-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-01-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-08-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2016-05-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-04-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2021-02-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-03-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.793987","-71.030655",2016-02-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-12-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2022-03-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2020-01-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2017-09-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.528957","-71.029884",2022-11-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-03-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.552914","-71.004295",2021-03-10
"Corvus","Corvus ossifragus","Massachusetts","41.969433","-70.75688",2022-05-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693356","-70.78565",2014-04-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.877865","-70.937706",2018-07-21
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2017-01-02
"Corvus","Corvus ossifragus","Massachusetts","41.910645","-70.72947",2017-04-14
"Corvus","Corvus ossifragus","Massachusetts","41.590515","-70.978035",2019-04-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59888","-70.96675",2017-12-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2020-12-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-02-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.677334","-70.75998",2014-08-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.739056","-70.90537",2020-01-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.506134","-71.05545",2017-11-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2020-04-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65778","-70.91937",2022-09-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.57222","-71.033875",2022-05-14
"Corvus","Corvus corax","Massachusetts","41.79682","-71.12055",2021-12-21
"Corvus","Corvus corax","Massachusetts","41.52712","-70.985756",2021-10-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.689163","-70.73281",2016-12-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-03-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-05-19
"Corvus","Corvus corax","Massachusetts","41.7836","-71.1248",2020-10-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2015-12-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2020-02-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2019-10-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.630135","-70.81073",2021-06-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87448","-70.76793",2018-03-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2018-01-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.967976","-70.917046",2018-03-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2014-11-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.506134","-71.05545",2022-03-27
"Corvus","Corvus corax","Massachusetts","41.830395","-70.815315",2018-11-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-07-08
"Corvus","Corvus corax","Massachusetts","41.652603","-70.91233",2021-01-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.811756","-71.10631",2021-12-20
"Corvus","Corvus ossifragus","Massachusetts","41.774925","-70.7369",2022-07-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2015-07-26
"Corvus","Corvus corax","Massachusetts","41.590515","-70.978035",2019-10-05
"Corvus","Corvus ossifragus","Massachusetts","41.945","-70.879",2021-03-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2014-10-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.51848","-70.99131",2016-06-09
"Corvus","Corvus ossifragus","Massachusetts","41.929054","-70.817696",2022-10-31
"Corvus","Corvus corax","Massachusetts","41.645428","-70.84687",2021-12-18
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2019-06-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-09-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.830276","-71.11486",2016-09-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.651962","-70.898476",2016-04-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.51298","-71.022575",2022-11-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2018-09-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.652603","-70.91233",2021-04-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.54827","-70.954994",2017-07-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.720417","-70.75801",2019-10-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.7898","-70.76028",2021-10-01
"Corvus","Corvus brachyrhynchos","Massachusetts","41.751","-71.031",2015-08-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2021-02-25
"Corvus","Corvus ossifragus","Massachusetts","41.64112","-70.84729",2020-03-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.4998","-71.03929",2020-12-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2016-09-11
"Corvus","Corvus corax","Massachusetts","41.73755","-71.1109",2017-09-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.793987","-71.030655",2021-01-17
"Corvus","Corvus ossifragus","Massachusetts","41.642933","-70.84808",2022-03-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.708485","-71.08687",2017-05-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.737503","-70.84186",2022-09-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2017-11-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.849335","-70.96564",2014-11-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.96316","-70.893745",2021-01-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.61693","-71.05176",2022-02-21
"Corvus","Corvus corax","Massachusetts","41.69519","-70.79005",2020-02-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2021-01-03
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2020-07-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.597645","-70.86227",2020-03-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.73464","-71.08907",2022-06-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.594135","-70.8298",2015-10-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.575478","-70.97729",2020-12-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2022-10-09
"Corvus","Corvus ossifragus","Massachusetts","41.76516","-70.750305",2016-04-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2020-09-17
"Corvus","Corvus corax","Massachusetts","41.577778","-70.88423",2019-09-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2020-05-04
"Corvus","Corvus corax","Massachusetts","41.534317","-71.091286",2021-11-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2018-07-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2020-12-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.967976","-70.917046",2020-04-05
"Corvus","Corvus ossifragus","Massachusetts","41.63473","-70.89272",2019-06-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.64703","-70.8749",2022-02-16
"Corvus","Corvus brachyrhynchos","Massachusetts","41.570637","-71.0176",2022-01-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2017-09-23
"Corvus","Corvus ossifragus","Massachusetts","41.648712","-70.897865",2020-02-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.514816","-71.06836",2020-01-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.70802","-70.76732",2021-05-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2021-06-12
"Corvus","Corvus corax","Massachusetts","41.714684","-70.74645",2020-05-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2020-01-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-09-14
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2020-10-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.814087","-70.896324",2022-01-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.637817","-71.0014",2022-12-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2020-11-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.94322","-70.76704",2017-11-01
"Corvus","Corvus ossifragus","Massachusetts","41.720417","-70.75801",2021-05-01
"Corvus","Corvus corax","Massachusetts","41.737503","-70.84186",2017-10-28
"Corvus","Corvus ossifragus","Massachusetts","41.72332","-70.72894",2017-04-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.67747","-70.71711",2020-02-24
"Corvus","Corvus brachyrhynchos","Massachusetts","41.539196","-70.94471",2022-05-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-02-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.703392","-70.76695",2017-06-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.55305","-71.112144",2017-05-13
"Corvus","Corvus ossifragus","Massachusetts","41.65781","-70.81936",2019-07-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2017-10-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2020-02-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.690594","-70.75448",2022-08-14
"Corvus","Corvus brachyrhynchos","Massachusetts","41.506134","-71.05545",2021-05-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.778423","-71.04353",2019-04-07
"Corvus","Corvus brachyrhynchos","Massachusetts","41.673977","-70.93145",2019-04-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-10-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2018-06-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.96316","-70.893745",2022-03-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2021-03-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.507034","-71.10111",2017-10-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.633118","-70.88542",2021-10-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2022-03-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.919044","-71.06382",2017-12-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-04-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.591175","-70.96021",2022-05-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.860085","-71.1095",2022-02-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2022-12-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52712","-70.985756",2014-12-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2022-02-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.65743","-70.79922",2021-04-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.856564","-70.94804",2022-11-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-02-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.890076","-71.087906",2022-06-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2019-01-19
"Corvus","Corvus corax","Massachusetts","41.858616","-71.1115",2022-01-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.68009","-70.91668",2021-03-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.50707","-71.02362",2020-10-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.830276","-71.11486",2015-04-05
"Corvus","Corvus brachyrhynchos","Massachusetts","41.785503","-70.91263",2020-02-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2021-06-13
"Corvus","Corvus ossifragus","Massachusetts","41.642933","-70.84808",2022-04-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2022-11-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.71483","-71.11333",2014-05-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.95087","-70.79913",2020-10-31
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87448","-70.76793",2014-09-14
"Corvus","Corvus ossifragus","Massachusetts","41.75682","-70.712425",2020-12-15
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2022-03-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.53953","-70.9666",2021-08-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.56592","-71.115395",2022-04-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2016-10-02
"Corvus","Corvus ossifragus","Massachusetts","41.652603","-70.91233",2019-05-19
"Corvus","Corvus brachyrhynchos","Massachusetts","41.513252","-71.01395",2017-09-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59119","-70.96029",2015-02-14
"Corvus","Corvus ossifragus","Massachusetts","41.537434","-71.089714",2020-07-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.635975","-70.83718",2018-05-20
"Corvus","Corvus corax","Massachusetts","41.932865","-70.810936",2014-08-12
"Corvus","Corvus brachyrhynchos","Massachusetts","41.789234","-71.12523",2016-10-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.532127","-71.005905",2021-10-02
"Corvus","Corvus corax","Massachusetts","41.945","-70.879",2017-03-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.74736","-71.075096",2022-07-10
"Corvus","Corvus ossifragus","Massachusetts","41.6841","-70.919945",2020-08-16
"Corvus","Corvus corax","Massachusetts","41.891212","-70.732994",2016-04-28
"Corvus","Corvus corax","Massachusetts","41.95124","-70.866325",2022-06-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2021-09-02
"Corvus","Corvus ossifragus","Massachusetts","41.6841","-70.919945",2020-04-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.693874","-70.7565",2022-04-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.647747","-70.82531",2016-09-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.910645","-70.72947",2022-05-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.73934","-71.08374",2022-04-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.523605","-71.01936",2021-09-11
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-03-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.865612","-70.774796",2019-11-02
"Corvus","Corvus brachyrhynchos","Massachusetts","41.642933","-70.84808",2022-03-08
"Corvus","Corvus corax","Massachusetts","41.945","-70.879",2019-03-30
"Corvus","Corvus brachyrhynchos","Massachusetts","41.641933","-70.990364",2021-10-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.929054","-70.817696",2022-05-04
"Corvus","Corvus brachyrhynchos","Massachusetts","41.582787","-70.82162",2015-08-22
"Corvus","Corvus brachyrhynchos","Massachusetts","41.702316","-70.779076",2021-01-17
"Corvus","Corvus brachyrhynchos","Massachusetts","41.507034","-71.10111",2019-05-25
"Corvus","Corvus ossifragus","Massachusetts","41.59098","-70.97773",2022-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.714684","-70.74645",2020-11-20
"Corvus","Corvus corax","Massachusetts","41.63473","-70.89272",2022-11-25
"Corvus","Corvus corax","Massachusetts","41.952614","-70.948074",2021-03-08
"Corvus","Corvus brachyrhynchos","Massachusetts","41.759396","-70.715195",2016-11-28
"Corvus","Corvus corax","Massachusetts","41.68655","-71.09761",2020-03-26
"Corvus","Corvus brachyrhynchos","Massachusetts","41.56592","-71.115395",2017-05-13
"Corvus","Corvus brachyrhynchos","Massachusetts","41.503788","-71.11343",2021-10-20
"Corvus","Corvus brachyrhynchos","Massachusetts","41.59689","-70.85543",2018-01-25
"Corvus","Corvus brachyrhynchos","Massachusetts","41.87448","-70.76793",2016-08-27
"Corvus","Corvus brachyrhynchos","Massachusetts","41.52205","-71.00971",2020-12-06
"Corvus","Corvus brachyrhynchos","Massachusetts","41.63473","-70.89272",2022-01-28
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2020-12-18
"Corvus","Corvus corax","Massachusetts","41.76278","-71.1034",2017-05-16
"Corvus","Corvus corax","Massachusetts","41.93255","-70.839066",2022-05-22
"Corvus","Corvus corax","Massachusetts","41.945","-70.879",2015-10-10
"Corvus","Corvus brachyrhynchos","Massachusetts","41.835037","-71.10748",2017-11-23
"Corvus","Corvus brachyrhynchos","Massachusetts","41.625076","-70.90296",2016-03-09
"Corvus","Corvus brachyrhynchos","Massachusetts","41.516533","-71.110855",2017-12-29
"Corvus","Corvus brachyrhynchos","Massachusetts","41.945","-70.879",2018-05-28
