STATION,NAME,DATE,AWND,AWND_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES,WT01,WT01_ATTRIBUTES,WT02,WT02_ATTRIBUTES,WT03,WT03_ATTRIBUTES,WT08,WT08_ATTRIBUTES
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/19/14,5.59,",,W",0.07,",,W",67,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/20/14,3.36,",,W",0.01,",,W",75,",,W",43,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/21/14,2.68,",,W",0,",,W",75,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/22/14,2.91,",,W",0.31,",,W",67,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/23/14,3.13,",,W",0.02,",,W",65,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/25/14,3.36,",,W",0,",,W",72,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/26/14,4.92,",,W",0.02,",,W",77,",,W",47,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/27/14,4.47,",,W",0.08,",,W",81,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/28/14,6.71,",,W",0.02,",,W",51,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",5/30/14,3.13,",,W",0.12,",,W",72,",,W",36,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/2/14,5.14,",,W",0,",,W",82,",,W",43,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/3/14,6.04,",,W",0,",,W",81,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/4/14,3.58,",,W",0.15,",,W",69,",,W",53,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/5/14,3.8,",,W",0.55,",,W",62,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/6/14,4.92,",,W",0,",,W",79,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/7/14,2.68,",,W",0,",,W",86,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/8/14,2.46,",,W",0,",,W",89,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/10/14,5.82,",,W",0.04,",,W",77,",,W",60,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/11/14,5.82,",,W",0,",,W",75,",,W",55,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/13/14,4.03,",,W",0.65,",,W",71,",,W",61,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/14/14,4.25,",,W",0.01,",,W",79,",,W",59,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/15/14,5.14,",,W",0,",,W",83,",,W",54,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/16/14,2.91,",,W",0,",,W",83,",,W",49,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/17/14,6.71,",,W",0,",,W",80,",,W",63,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/18/14,8.05,",,W",0.05,",,W",89,",,W",67,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/19/14,3.8,",,W",0.01,",,W",86,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/20/14,4.25,",,W",0,",,W",81,",,W",47,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/21/14,2.91,",,W",0,",,W",80,",,W",45,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/22/14,2.24,",,W",0,",,W",79,",,W",46,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/23/14,3.58,",,W",0,",,W",82,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/24/14,7.16,",,W",0,",,W",83,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/25/14,9.17,",,W",0,",,W",86,",,W",68,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/26/14,5.59,",,W",0.3,",,W",87,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/27/14,4.25,",,W",0,",,W",80,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/28/14,1.57,",,W",0,",,W",88,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/29/14,3.8,",,W",0,",,W",88,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",6/30/14,7.83,",,W",0,",,W",88,",,W",63,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/1/14,8.95,",,W",0,",,W",88,",,W",71,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/2/14,9.4,",,W",0,",,W",88,",,W",74,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/4/14,5.82,",,W",2.8,",,W",80,",,W",63,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/5/14,9.17,",,W",0.2,",,W",80,",,W",58,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/6/14,8.05,",,W",0,",,W",85,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/8/14,8.72,",,W",0,",,W",90,",,W",72,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/9/14,7.61,",,W",0,",,W",86,",,W",71,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/10/14,2.68,",,W",0.02,",,W",83,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/11/14,2.24,",,W",0,",,W",84,",,W",58,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/12/14,3.8,",,W",0,",,W",87,",,W",53,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/13/14,9.62,",,W",0,",,W",83,",,W",67,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/14/14,6.93,",,W",0.14,",,W",85,",,W",72,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/15/14,8.5,",,W",0.1,",,W",79,",,W",73,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/16/14,5.37,",,W",2.02,",,W",76,",,W",70,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/17/14,2.91,",,W",0.01,",,W",82,",,W",59,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/18/14,2.24,",,W",0,",,W",82,",,W",55,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/20/14,3.36,",,W",0.24,",,W",76,",,W",60,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/21/14,2.91,",,W",0.01,",,W",80,",,W",58,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/22/14,4.7,",,W",0,",,W",89,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/23/14,8.5,",,W",0,",,W",87,",,W",70,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/25/14,4.03,",,W",0,",,W",82,",,W",56,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/26/14,6.71,",,W",0,",,W",82,",,W",58,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/27/14,5.59,",,W",0.15,",,W",77,",,W",61,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/28/14,7.83,",,W",0.01,",,W",83,",,W",66,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/30/14,2.68,",,W",0,",,W",81,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",7/31/14,4.92,",,W",0,",,W",82,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/1/14,3.36,",,W",0,",,W",83,",,W",58,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/2/14,3.58,",,W",0.45,",,W",71,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/3/14,2.24,",,W",0.01,",,W",72,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/4/14,4.25,",,W",0,",,W",84,",,W",66,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/5/14,3.36,",,W",0,",,W",88,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/6/14,1.79,",,W",0.16,",,W",83,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/8/14,2.68,",,W",0,",,W",84,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/9/14,2.91,",,W",0,",,W",84,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/10/14,1.57,",,W",0,",,W",87,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/11/14,3.36,",,W",0,",,W",83,",,W",54,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/12/14,6.26,",,W",0,",,W",82,",,W",54,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/13/14,8.5,",,W",0.38,",,W",73,",,W",65,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/14/14,4.7,",,W",0,",,W",77,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/15/14,4.47,",,W",0,",,W",76,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/16/14,5.82,",,W",0,",,W",78,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/18/14,2.68,",,W",0,",,W",80,",,W",49,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/19/14,2.91,",,W",0,",,W",81,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/20/14,2.24,",,W",0,",,W",82,",,W",49,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/21/14,2.68,",,W",0,",,W",81,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/22/14,4.25,",,W",0.11,",,W",76,",,W",59,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/23/14,3.8,",,W",0,",,W",75,",,W",49,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/24/14,2.91,",,W",0,",,W",80,",,W",48,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/25/14,2.46,",,W",0,",,W",89,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/26/14,3.58,",,W",0,",,W",88,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/27/14,5.82,",,W",0,",,W",87,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/28/14,5.37,",,W",0,",,W",84,",,W",54,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/29/14,2.68,",,W",0,",,W",77,",,W",45,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/30/14,4.92,",,W",0,",,W",77,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",8/31/14,8.28,",,W",0.14,",,W",85,",,W",63,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/1/14,4.7,",,W",0,",,W",89,",,W",72,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/2/14,5.82,",,W",0,",,W",92,",,W",67,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/3/14,4.47,",,W",0,",,W",86,",,W",55,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/4/14,3.13,",,W",0,",,W",88,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/5/14,7.83,",,W",0,",,W",88,",,W",59,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/6/14,7.83,",,W",0.22,",,W",88,",,W",68,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/7/14,3.13,",,W",0.44,",,W",80,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/8/14,3.58,",,W",0,",,W",75,",,W",47,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/9/14,3.58,",,W",0,",,W",73,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/10/14,3.58,",,W",0,",,W",74,",,W",55,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/11/14,6.71,",,W",0,",,W",80,",,W",56,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/12/14,3.8,",,W",0,",,W",75,",,W",46,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/13/14,2.91,",,W",0.12,",,W",72,",,W",43,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/14/14,3.8,",,W",0,",,W",71,",,W",43,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/15/14,1.57,",,W",0,",,W",69,",,W",42,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/17/14,1.79,",,W",0,",,W",75,",,W",40,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/18/14,2.46,",,W",0,",,W",77,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/19/14,4.25,",,W",0,",,W",60,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/20/14,3.8,",,W",0,",,W",72,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/21/14,5.82,",,W",0.01,",,W",79,",,W",62,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/22/14,9.17,",,W",0,",,W",75,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/23/14,2.01,",,W",0,",,W",70,",,W",35,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/24/14,2.68,",,W",0,",,W",73,",,W",36,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/25/14,3.13,",,W",0.32,",,W",62,",,W",45,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/26/14,4.47,",,W",0.01,",,W",74,",,W",46,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/27/14,1.79,",,W",0,",,W",85,",,W",43,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/28/14,3.36,",,W",0,",,W",85,",,W",46,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/29/14,2.01,",,W",0,",,W",76,",,W",56,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",9/30/14,4.92,",,W",0.13,",,W",59,",,W",56,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/1/14,6.26,",,W",1.08,",,W",60,",,W",57,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/2/14,6.71,",,W",0.21,",,W",59,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/3/14,3.36,",,W",0.02,",,W",59,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/4/14,6.04,",,W",0.1,",,W",67,",,W",55,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/5/14,4.92,",,W",0,",,W",63,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/6/14,3.36,",,W",0,",,W",67,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/7/14,7.83,",,W",0,",,W",73,",,W",53,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/8/14,6.93,",,W",0.1,",,W",75,",,W",50,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/9/14,5.14,",,W",0,",,W",67,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/10/14,2.24,",,W",0,",,W",65,",,W",33,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/11/14,1.34,",,W",0.35,",,W",52,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/12/14,2.24,",,W",0,",,W",63,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/13/14,3.36,",,W",0,",,W",67,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/16/14,7.16,",,W",1.03,",,W",73,",,W",61,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/18/14,5.82,",,W",0.01,",,W",71,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/19/14,6.71,",,W",0,",,W",59,",,W",40,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/20/14,3.8,",,W",0,",,W",57,",,W",28,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/21/14,3.58,",,W",0.01,",,W",65,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/22/14,10.29,",,W",2.1,",,W",58,",,W",52,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/23/14,11.63,",,W",0.74,",,W",58,",,W",51,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/24/14,6.49,",,W",0.03,",,W",55,",,W",45,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/25/14,4.7,",,W",0,",,W",68,",,W",38,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/26/14,7.83,",,W",0,",,W",60,",,W",40,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/27/14,5.37,",,W",0,",,W",65,",,W",35,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/28/14,3.58,",,W",0,",,W",70,",,W",33,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/29/14,6.71,",,W",0.05,",,W",73,",,W",53,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/30/14,2.91,",,W",0,",,W",62,",,W",33,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",10/31/14,3.8,",,W",0,",,W",56,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/1/14,9.4,",,W",0.69,",,W",50,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/2/14,12.75,",,W",0.7,",,W",42,",,W",33,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/3/14,7.61,",,W",0,",,W",53,",,W",32,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/4/14,2.91,",,W",0,",,W",65,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/5/14,4.92,",,W",0,",,W",68,",,W",42,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/6/14,2.01,",,W",0.34,",,W",51,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/8/14,5.37,",,W",0,",,W",48,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/9/14,3.13,",,W",0,",,W",58,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/10/14,2.01,",,W",0,",,W",60,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/11/14,2.91,",,W",0,",,W",63,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/12/14,2.68,",,W",0,",,W",62,",,W",44,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/13/14,3.8,",,W",0.02,",,W",53,",,W",27,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/14/14,4.92,",,W",0.29,",,W",45,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/15/14,3.36,",,W",0,",,W",40,",,W",19,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/17/14,4.47,",,W",1.59,",,W",61,",,W",37,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/19/14,6.26,",,W",0,",,W",38,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/20/14,6.71,",,W",0,",,W",49,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/21/14,8.28,",,W",0,",,W",37,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/22/14,8.5,",,W",0,",,W",45,",,W",21,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/24/14,12.3,",,W",0.81,",,W",66,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/25/14,6.26,",,W",0,",,W",64,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/26/14,7.16,",,W",2.08,",,W",46,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/27/14,5.37,",,W",0.06,",,W",41,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/28/14,6.26,",,W",0.02,",,W",38,",,W",24,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/29/14,2.68,",,W",0,",,W",36,",,W",17,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",11/30/14,7.83,",,W",0,",,W",57,",,W",29,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/2/14,6.04,",,W",0.07,",,W",43,",,W",34,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/3/14,8.05,",,W",0.16,",,W",52,",,W",40,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/4/14,4.7,",,W",0,",,W",46,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/5/14,3.36,",,W",0.06,",,W",45,",,W",20,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/6/14,4.47,",,W",1.11,",,W",50,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/7/14,11.63,",,W",0.19,",,W",40,",,W",26,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/9/14,8.5,",,W",2.43,",,W",57,",,W",31,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/10/14,3.36,",,W",0.32,",,W",51,",,W",39,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/12/14,4.92,",,W",0,",,W",41,",,W",25,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/13/14,5.14,",,W",0,",,W",43,",,W",28,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/14/14,3.58,",,W",0,",,W",47,",,W",24,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/15/14,0.89,",,W",0,",,W",45,",,W",22,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/16/14,0,",,W",0,",,W",43,",,W",30,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/17/14,4.7,",,W",0.45,",,W",49,",,W",41,",,W",,,,,,,,
USW00054777,"TAUNTON MUNICIPAL AIRPORT, MA US",12/18/14,8.05,",,W",0.01,",,W",44,",,W",33,",,W",,,,,,,,
